,1Type1,1Type2,1HP,1Attack,1Defence,1Sp.Attack,1Sp.Def,1Speed,1Generation,1Legendary,2Type1,2Type2,2HP,2Attack,2Defence,2Sp.Attack,2Sp.Def,2Speed,2Generation,2Legendary,Winner
67,Dark,None,60,105,60,120,60,105,5,0,Fire,None,90,110,80,100,80,95,1,0,0
68,Ghost,Dragon,150,120,100,120,100,90,4,1,Grass,None,55,68,64,45,55,31,4,0,0
69,Normal,None,55,50,40,40,40,75,5,0,Fire,None,40,40,40,70,40,20,2,0,0
70,Fairy,None,78,65,68,112,154,75,6,0,Normal,Flying,45,50,43,40,38,62,6,0,0
71,Steel,Fairy,57,80,91,80,87,75,6,0,Rock,Ice,123,77,72,99,92,58,6,0,0
72,Dark,None,35,55,35,30,30,35,3,0,Dragon,Fire,100,120,100,150,120,90,5,1,1
73,Electric,None,40,45,40,65,40,65,3,0,Dragon,None,90,100,70,110,150,80,6,0,1
74,Psychic,None,100,100,100,100,100,100,1,0,Ice,None,55,69,85,32,35,28,6,0,0
75,Normal,None,60,85,69,60,69,77,5,0,Fire,None,55,70,45,70,50,60,1,0,0
76,Bug,Flying,86,76,86,116,56,95,4,0,Water,None,43,80,65,50,35,35,3,0,0
77,Bug,Flying,30,30,42,30,42,70,4,0,Psychic,None,45,30,50,55,65,45,5,0,0
78,Bug,Flying,61,90,45,50,50,160,3,0,Ground,Steel,110,135,60,50,65,88,5,0,0
79,Water,None,65,80,80,59,63,58,2,0,Psychic,None,120,70,120,75,130,85,4,0,1
80,Water,None,20,15,20,10,55,80,3,0,Bug,None,77,85,51,55,51,65,4,0,1
81,Dark,None,40,65,40,80,40,65,5,0,Ghost,Poison,60,65,60,130,75,110,1,0,1
82,Psychic,None,40,35,30,120,70,105,1,0,Normal,Flying,62,77,62,50,42,65,5,0,0
83,Fire,Fight,90,93,55,70,55,55,5,0,Fire,Ground,70,120,100,145,105,20,3,0,0
84,Grass,None,60,62,80,63,80,60,2,0,Fairy,Flying,55,40,85,80,105,40,2,0,0
85,Dragon,Ground,108,130,95,80,85,102,4,0,Normal,Flying,40,55,30,30,30,60,4,0,1
86,Water,None,80,92,65,65,80,68,1,0,Bug,Grass,60,59,85,79,105,36,4,0,0
87,Fire,None,58,64,58,80,65,80,2,0,Bug,Poison,65,90,40,45,80,75,1,0,0
88,Psychic,Dark,80,160,60,170,130,80,6,1,Steel,Fairy,57,80,91,80,87,75,6,0,0
89,Dragon,Flying,91,134,95,100,100,80,1,0,Ice,None,80,80,80,80,80,80,3,0,1
90,Water,None,35,65,35,65,35,65,2,0,Rock,Dragon,58,89,77,45,45,48,6,0,0
91,Fight,None,50,95,95,35,110,70,2,0,Bug,Ground,31,45,90,30,30,40,3,0,0
92,Grass,Dark,90,100,60,90,60,80,3,0,Psychic,Flying,72,58,80,103,80,97,5,0,1
93,Water,None,95,100,85,108,70,70,5,0,Normal,None,55,55,50,45,65,55,1,0,0
94,Fire,Flying,78,81,71,74,69,126,6,0,Water,Dark,70,120,40,95,40,95,3,0,0
95,Fire,None,115,115,85,90,75,100,2,1,Water,None,79,103,120,135,115,78,1,0,0
96,Water,Ground,95,85,85,65,65,35,2,0,Dark,Flying,70,55,75,45,65,60,5,0,1
97,Water,None,45,67,60,35,50,63,1,0,Steel,None,80,75,150,75,150,50,3,1,0
98,Bug,Steel,70,130,100,55,80,65,2,0,Fight,None,67,82,62,46,48,43,6,0,0
99,Ghost,Grass,85,110,76,65,82,56,6,0,Ice,Ground,50,50,40,30,30,50,2,0,0
100,Grass,None,80,82,100,83,100,80,2,0,Flying,Dragon,85,70,80,97,80,123,6,0,1
101,Normal,Flying,63,60,55,50,50,71,1,0,Normal,None,75,95,60,65,60,115,5,0,1
102,Fight,None,72,60,30,20,30,25,3,0,Electric,None,60,40,50,75,85,95,3,0,1
103,Water,None,35,64,85,74,55,32,3,0,Steel,Psychic,40,55,80,35,60,30,3,0,0
104,Normal,None,100,70,70,65,65,45,2,0,Water,None,79,103,120,135,115,78,1,0,1
105,Normal,None,73,95,62,85,65,85,2,0,Ice,None,70,50,30,95,135,105,5,0,1
106,Normal,None,55,20,35,20,45,75,2,0,Ice,Psychic,65,50,35,115,95,95,1,0,1
107,Water,Grass,80,70,70,90,100,70,3,0,Grass,Steel,74,94,131,54,116,20,5,0,1
108,Psychic,None,106,150,70,194,120,140,1,1,Grass,None,61,78,95,56,58,57,6,0,0
109,Water,Dragon,75,95,95,95,95,85,2,0,Psychic,Fight,68,125,65,65,115,80,4,0,0
110,Rock,Ground,35,45,160,30,45,70,1,0,Ground,None,90,60,60,40,40,40,2,0,1
111,Flying,None,79,115,70,125,80,111,5,1,Grass,None,30,30,30,30,30,30,2,0,0
112,Poison,None,80,95,82,60,82,75,5,0,Bug,Fight,80,125,75,40,95,85,2,0,1
113,Ghost,Grass,65,90,122,58,75,84,6,0,Bug,None,50,65,90,35,35,15,2,0,0
114,Poison,None,65,90,120,85,70,60,1,0,Bug,Fire,85,60,65,135,105,100,5,0,1
115,Dragon,None,77,120,90,60,90,48,5,0,Dragon,Fairy,75,110,110,110,105,80,3,0,1
116,Water,None,75,98,63,98,63,101,5,0,Water,None,53,51,53,61,56,40,4,0,0
117,Normal,Flying,52,65,55,58,62,60,1,0,Water,Poison,40,40,35,50,100,70,1,0,1
118,Ghost,Fire,50,30,55,65,55,20,5,0,Water,None,30,45,55,70,55,85,1,0,1
119,Electric,Flying,55,75,60,75,60,103,5,0,Fire,Ground,60,60,40,65,45,35,3,0,0
120,Ghost,Grass,85,100,122,58,75,54,6,0,Rock,Steel,30,42,118,42,88,30,4,0,0
121,Poison,Fight,83,106,65,86,65,85,4,0,Water,Flying,62,44,50,44,50,55,5,0,0
122,Poison,Flying,75,80,70,65,75,90,1,0,Water,Psychic,95,75,110,100,80,30,1,0,0
123,Fire,None,65,95,57,100,85,93,1,0,Electric,Fairy,67,58,57,81,67,101,6,0,1
124,Bug,Poison,60,100,89,55,69,112,5,0,Grass,None,50,65,45,85,65,95,3,0,0
125,Water,Flying,62,44,50,44,50,55,5,0,Ice,Water,70,40,50,55,50,25,3,0,0
126,Normal,None,95,110,95,40,95,55,5,0,Rock,Water,72,105,115,54,86,68,6,0,1
127,Normal,None,40,45,35,40,40,90,1,0,Ghost,None,64,115,65,83,63,65,3,0,1
128,Ground,Dragon,50,70,50,50,50,70,3,0,Normal,Psychic,70,80,65,90,65,85,2,0,1
129,Fight,None,120,100,85,30,85,45,5,0,Electric,None,45,63,37,65,55,95,2,0,1
130,Normal,None,150,160,100,95,65,100,3,0,Ghost,None,40,70,130,60,130,25,3,0,1
131,Ice,None,71,95,85,110,95,79,5,0,Water,None,75,98,63,98,63,101,5,0,1
132,Electric,Flying,90,90,85,125,90,100,1,1,Psychic,None,80,105,105,105,105,80,4,1,0
133,Rock,None,67,125,40,30,30,58,4,0,Water,Flying,62,44,50,44,50,55,5,0,0
134,Poison,None,80,95,82,60,82,75,5,0,Psychic,None,74,48,76,83,81,104,6,0,1
135,Normal,None,150,160,100,95,65,100,3,0,Psychic,Fairy,40,45,65,100,120,90,1,0,0
136,Rock,Flying,75,140,65,112,65,110,5,0,Bug,Poison,60,55,50,40,55,45,1,0,0
137,Grass,None,66,65,48,62,57,52,6,0,Normal,None,40,45,35,40,40,90,1,0,1
138,Normal,None,150,160,100,95,65,100,3,0,Bug,Poison,60,50,70,50,90,65,3,0,0
139,Steel,None,60,80,95,70,85,50,5,0,Rock,Water,72,105,115,54,86,68,6,0,1
140,Grass,None,50,65,45,85,65,95,3,0,Water,None,53,51,53,61,56,40,4,0,0
141,Bug,Rock,70,95,125,65,75,45,5,0,Normal,Grass,60,60,50,40,50,75,5,0,1
142,Fight,Steel,70,145,88,140,70,112,4,0,Fairy,Flying,55,40,85,80,105,40,2,0,0
143,Normal,Flying,83,80,80,135,80,121,1,0,Normal,Flying,60,110,70,60,60,100,1,0,0
144,Water,None,75,105,75,105,75,45,2,0,Normal,None,103,60,86,60,86,50,5,0,1
145,Fairy,Flying,55,40,85,80,105,40,2,0,Psychic,None,80,105,105,105,105,80,4,1,1
146,Electric,Flying,79,115,70,125,80,111,5,1,Bug,None,65,125,100,55,70,85,1,0,0
147,Steel,Rock,50,70,100,40,40,30,3,0,Dark,Steel,45,85,70,40,40,60,5,0,1
148,Grass,None,60,62,80,63,80,60,2,0,Poison,None,40,65,95,60,45,35,1,0,0
149,Grass,Poison,114,85,70,85,80,30,5,0,Dark,None,35,55,35,30,30,35,3,0,1
150,Water,Dark,72,95,67,103,71,122,6,0,Dark,None,65,150,60,115,60,115,3,0,0
151,Normal,None,55,70,55,40,55,85,2,0,Dragon,None,65,95,100,60,50,50,3,0,0
152,Dragon,None,45,50,35,55,75,40,6,0,Dark,Ice,70,120,65,45,85,125,4,0,1
153,Grass,Flying,35,35,40,35,55,50,2,0,Normal,Flying,40,55,30,30,30,60,4,0,1
154,Water,None,85,105,55,85,50,115,4,0,Psychic,None,100,100,100,100,100,100,1,0,0
155,Dragon,Ice,125,170,100,120,90,95,5,1,Water,Psychic,90,65,65,40,40,15,1,0,0
156,Poison,Ground,81,102,77,85,75,85,1,0,Fight,None,50,120,53,35,110,87,1,0,1
157,Water,None,80,80,80,80,80,80,4,0,Dark,None,65,150,60,115,60,115,3,0,1
158,Bug,Fight,80,185,115,40,105,75,2,0,Normal,None,250,5,5,35,105,50,1,0,0
159,Poison,None,40,65,95,60,45,35,1,0,Grass,None,40,40,50,30,30,30,3,0,0
160,Electric,None,75,123,67,95,85,95,4,0,Psychic,None,80,105,105,105,105,80,4,1,0
161,Dark,Fire,75,90,90,140,90,115,2,0,Grass,None,55,68,64,45,55,31,4,0,0
162,Ice,None,80,50,100,100,200,50,3,1,Rock,Water,42,52,67,39,56,50,6,0,1
163,Psychic,None,106,150,70,194,120,140,1,1,Normal,Fairy,115,45,20,45,25,20,1,0,0
164,Normal,None,45,55,39,35,39,42,5,0,Normal,None,55,81,60,50,70,97,1,0,1
165,Normal,None,85,76,64,45,55,90,2,0,Water,Ground,110,78,73,76,71,60,3,0,0
166,Fire,None,73,76,75,81,100,100,1,0,Fire,Fight,80,120,70,110,70,80,3,0,0
167,Dragon,Flying,91,134,95,100,100,80,1,0,Rock,Ground,35,45,160,30,45,70,1,0,0
168,Bug,None,50,40,85,40,65,25,5,0,Rock,None,85,135,130,60,80,25,5,0,1
169,Grass,None,75,75,55,105,85,30,2,0,Steel,Rock,70,110,180,60,60,50,3,0,1
170,Ground,Flying,65,75,105,35,65,85,2,0,Normal,None,60,85,69,60,69,77,5,0,0
171,Rock,Dragon,82,121,119,69,59,71,6,0,Normal,None,100,70,70,65,65,45,2,0,0
172,Steel,Psychic,100,100,100,100,100,100,3,1,Bug,None,37,25,41,25,41,25,4,0,0
173,Psychic,Fairy,68,65,65,125,115,80,3,0,Grass,Poison,45,49,49,65,65,45,1,0,0
174,Water,None,30,65,100,45,25,40,1,0,Grass,Steel,74,94,131,54,116,20,5,0,1
175,Water,None,30,105,90,25,25,50,1,0,Poison,Flying,75,80,70,65,75,90,1,0,1
176,Electric,None,45,60,32,50,32,76,5,0,Fire,None,85,97,66,105,66,65,5,0,0
177,Dark,Flying,110,65,105,55,95,80,5,0,Psychic,None,75,75,130,75,130,95,4,1,0
178,Normal,None,100,5,5,15,65,30,4,0,Bug,None,50,75,45,40,45,60,5,0,1
179,Fairy,None,44,38,39,61,79,42,6,0,Bug,Steel,70,135,105,60,105,20,5,0,1
180,Normal,None,60,80,50,50,50,40,2,0,Dragon,Ice,125,120,90,170,100,95,5,1,1
181,Electric,None,90,75,85,115,90,55,2,0,Normal,Flying,40,60,30,31,31,70,1,0,1
182,Fire,Ground,70,100,70,105,75,40,3,0,Electric,None,45,63,37,65,55,95,2,0,1
183,Fairy,None,50,25,28,45,55,15,2,0,Rock,Flying,80,105,65,60,75,130,1,0,1
184,Rock,Ground,80,120,130,55,65,45,1,0,Grass,Poison,40,30,35,50,70,55,4,0,1
185,Grass,None,40,40,50,30,30,30,3,0,Bug,Poison,60,50,70,50,90,65,3,0,1
186,Ground,Dark,95,117,80,65,70,92,5,0,Dragon,None,61,84,65,70,70,70,1,0,0
187,Water,Grass,60,50,50,60,70,50,3,0,Rock,Dragon,82,121,119,69,59,71,6,0,1
188,Fire,Flying,90,100,90,125,85,90,1,1,Grass,None,70,85,65,105,85,120,3,0,1
189,Fight,None,120,100,85,30,85,45,5,0,Fire,None,70,90,45,15,45,50,5,0,1
190,Electric,None,85,115,80,105,80,50,5,0,Ghost,None,38,30,85,55,65,30,5,0,0
191,Bug,Flying,70,80,102,80,102,40,4,0,Normal,None,120,120,120,120,120,120,4,1,1
192,Poison,None,46,57,40,40,40,50,1,0,Dark,None,64,88,50,88,50,106,5,0,1
193,Poison,Water,50,60,60,60,60,30,6,0,Electric,Fire,50,65,107,105,107,86,4,0,1
194,Steel,Fairy,50,105,125,55,95,50,3,0,Ground,None,60,85,40,30,45,68,5,0,1
195,Water,Ground,95,85,85,65,65,35,2,0,Grass,None,50,85,40,85,40,35,3,0,1
196,Dark,Ghost,50,75,75,65,65,50,3,0,Normal,None,85,76,64,45,55,90,2,0,1
197,Fire,None,45,60,40,70,50,45,3,0,Electric,None,60,85,49,60,49,60,4,0,1
198,Psychic,None,74,48,76,83,81,104,6,0,Electric,None,60,90,55,90,80,110,1,0,1
199,Water,None,100,100,100,100,100,100,4,0,Water,None,80,82,78,95,80,85,1,0,0
200,Fire,Normal,62,50,58,73,54,72,6,0,Ghost,None,60,60,60,105,105,105,4,0,1
201,Fight,None,72,60,30,20,30,25,3,0,Normal,None,85,80,70,135,75,90,4,0,1
202,Normal,Flying,45,40,60,40,75,50,3,0,Flying,Dragon,40,30,35,45,40,55,6,0,1
203,Fire,Flying,62,73,55,56,52,84,6,0,Electric,None,45,63,37,65,55,95,2,0,1
204,Steel,None,70,140,230,60,80,50,3,0,Ghost,Grass,55,85,122,58,75,99,6,0,1
205,Fire,Fight,90,93,55,70,55,55,5,0,Grass,Poison,69,55,45,55,55,15,5,0,0
206,Poison,None,61,72,57,55,55,65,1,0,Normal,Flying,100,50,50,76,96,70,2,0,1
207,Ground,None,35,80,50,50,70,120,1,0,Ground,None,75,100,110,45,55,65,1,0,0
208,Steel,Ground,75,125,230,55,95,30,2,0,Normal,None,80,80,80,55,55,90,3,0,0
209,Grass,None,65,110,130,60,65,95,4,0,Ghost,Grass,85,110,76,65,82,56,6,0,0
210,Dark,Fire,75,90,90,140,90,115,2,0,Grass,Psychic,60,40,80,60,45,40,1,0,0
211,Dark,None,35,55,35,30,30,35,3,0,Rock,Bug,75,125,100,70,80,45,3,0,1
212,Psychic,Fairy,68,65,65,125,115,80,3,0,Normal,Flying,40,45,40,35,35,56,1,0,0
213,Poison,Dark,63,63,47,41,41,74,4,0,Psychic,None,65,40,50,125,60,30,5,0,0
214,Dark,None,70,90,70,60,60,70,3,0,Psychic,Flying,55,45,43,55,43,72,5,0,1
215,Poison,None,35,60,44,40,54,55,1,0,Psychic,None,55,55,55,85,55,30,5,0,0
216,Water,None,55,84,105,114,75,52,3,0,Grass,Fairy,40,27,60,37,50,66,5,0,1
217,Ground,None,75,100,110,45,55,65,1,0,Fire,Flying,78,84,78,109,85,100,1,0,1
218,Rock,Dark,100,134,110,95,100,61,2,0,Rock,Water,30,80,90,55,45,55,1,0,0
219,Dark,Psychic,53,54,53,37,46,45,6,0,Fairy,None,35,20,65,40,65,20,2,0,0
220,Steel,Rock,70,110,180,60,60,50,3,0,Psychic,Fairy,40,45,65,100,120,90,1,0,0
221,Normal,Flying,76,65,45,92,42,91,4,0,Normal,None,255,10,10,75,135,55,2,0,0
222,Water,None,130,70,35,70,35,60,3,0,Electric,None,85,115,80,105,80,50,5,0,0
223,Normal,None,75,100,66,60,66,115,4,0,Normal,Fight,100,128,90,77,77,128,5,0,1
224,Normal,None,85,80,90,105,95,60,2,0,Fire,None,45,60,40,70,50,45,3,0,0
225,Bug,Flying,55,35,50,55,110,85,2,0,Bug,None,40,29,45,29,45,36,4,0,0
226,Water,None,65,45,55,45,70,45,1,0,Psychic,None,95,23,48,23,48,23,3,0,0
227,Dragon,Ground,68,90,65,50,55,82,4,0,Normal,None,40,45,35,40,40,90,1,0,1
228,Steel,Flying,65,80,140,40,70,70,2,0,Water,Fight,91,72,90,129,90,108,5,0,1
229,Electric,None,60,85,49,60,49,60,4,0,Normal,None,160,110,65,65,110,30,1,0,0
230,Ice,Ground,100,100,80,60,60,50,2,0,Normal,None,80,80,80,55,55,90,3,0,1
231,Normal,None,135,85,40,40,85,5,4,0,Bug,Water,40,30,32,50,52,65,3,0,0
232,Water,Psychic,95,75,80,100,110,30,2,0,Ground,Steel,110,135,60,50,65,88,5,0,1
233,Normal,Flying,80,115,80,65,55,93,5,0,Rock,Psychic,70,95,85,55,65,70,3,0,0
234,Water,Psychic,95,75,80,100,110,30,2,0,Normal,None,75,100,95,40,70,110,1,0,1
235,Psychic,None,50,150,50,150,50,150,3,1,Water,None,69,69,76,69,86,91,4,0,0
236,Psychic,Flying,55,45,43,55,43,72,5,0,Steel,Fairy,50,85,85,55,55,50,3,0,0
237,Ice,Flying,45,55,45,65,45,75,2,0,Rock,Water,72,105,115,54,86,68,6,0,0
238,Ghost,None,64,165,75,93,83,75,3,0,Ghost,Dragon,150,120,100,120,100,90,4,1,1
239,Fire,None,75,98,63,98,63,101,5,0,Psychic,Flying,72,58,80,103,80,97,5,0,0
240,Rock,None,67,125,40,30,30,58,4,0,Electric,Fire,50,65,107,105,107,86,4,0,1
241,Fire,Fight,80,160,80,130,80,100,3,0,Bug,None,50,35,55,25,25,15,3,0,0
242,Ground,Psychic,60,70,105,70,120,75,3,0,Bug,Flying,55,35,50,55,110,85,2,0,1
243,Dragon,None,41,64,45,50,50,50,1,0,Rock,Water,30,80,90,55,45,55,1,0,1
244,Bug,None,77,85,51,55,51,65,4,0,Water,None,35,65,35,65,35,65,2,0,1
245,Ground,None,60,80,110,50,80,45,1,0,Dragon,None,76,147,90,60,70,97,5,0,1
246,Grass,None,56,61,65,48,45,38,6,0,Water,Rock,55,55,85,65,85,35,2,0,0
247,Normal,None,50,45,45,35,35,50,3,0,Normal,None,60,60,60,35,35,30,3,0,0
248,Grass,None,80,82,100,83,100,80,2,0,Ground,Flying,89,145,90,105,80,91,5,1,1
249,Fight,None,85,105,85,40,50,40,5,0,Fire,None,40,40,40,70,40,20,2,0,0
250,Ice,None,71,95,85,110,95,79,5,0,Ground,Psychic,60,70,105,70,120,75,3,0,0
251,Poison,None,50,50,62,40,62,65,5,0,Water,None,43,30,55,40,65,97,3,0,1
252,Ghost,Poison,60,65,60,130,75,110,1,0,Water,None,35,64,85,74,55,32,3,0,0
253,Water,Flying,75,87,63,87,63,98,5,0,Bug,None,45,22,60,27,30,29,6,0,0
254,Dragon,Psychic,80,130,100,160,120,110,3,1,Poison,Dark,103,93,67,71,61,84,4,0,1
255,Normal,None,55,50,40,40,40,75,5,0,Rock,Bug,75,125,100,70,80,45,3,0,1
256,Normal,Flying,60,30,30,36,56,50,2,0,Psychic,Flying,65,75,70,95,70,95,2,0,1
257,Bug,Grass,60,95,80,60,80,30,1,0,Normal,None,60,80,50,50,50,40,2,0,1
258,Dragon,Flying,91,134,95,100,100,80,1,0,Fight,Flying,78,92,75,74,63,118,6,0,1
259,Bug,None,50,20,55,25,25,30,1,0,Ice,None,50,50,50,50,50,50,3,0,1
260,Ice,Psychic,65,50,35,115,95,95,1,0,Rock,Ice,77,59,50,67,63,46,6,0,0
261,Water,None,41,56,40,62,44,71,6,0,Ground,Psychic,40,40,55,40,70,55,3,0,0
262,Ghost,Flying,150,80,44,90,54,80,4,0,Fire,None,65,63,45,45,45,45,5,0,0
263,Fight,None,50,95,95,35,110,70,2,0,Fairy,None,82,80,86,85,75,72,6,0,1
264,Rock,None,30,45,135,45,90,30,3,0,Water,None,64,66,68,81,76,50,4,0,1
265,Water,None,75,75,60,83,60,60,5,0,Ice,Psychic,45,30,15,85,65,65,2,0,1
266,Fire,None,75,95,67,125,95,83,4,0,Ice,Water,90,60,70,75,70,45,3,0,0
267,Electric,None,60,85,49,60,49,60,4,0,Water,None,50,53,48,53,48,64,5,0,1
268,Poison,Flying,75,80,70,65,75,90,1,0,Fight,None,75,125,75,30,75,85,5,0,0
269,Bug,Steel,60,69,95,69,95,36,4,0,Normal,None,120,120,120,120,120,120,4,1,1
270,Fairy,None,78,65,68,112,154,75,6,0,Electric,None,55,40,40,65,45,35,2,0,0
271,Ice,Flying,90,85,100,95,125,85,1,1,Water,Poison,40,40,35,50,100,70,1,0,0
272,Flying,None,79,115,70,125,80,111,5,1,Steel,Rock,70,110,180,60,60,50,3,0,0
