,1Type1,1Type2,1HP,1Attack,1Defence,1Sp.Attack,1Sp.Def,1Speed,1Generation,1Legendary,2Type1,2Type2,2HP,2Attack,2Defence,2Sp.Attack,2Sp.Def,2Speed,2Generation,2Legendary,Winner
117,Rock,Steel,30,42,118,42,88,30,4,0,Normal,None,255,10,10,75,135,55,2,0,1
118,Normal,None,85,80,90,105,95,60,2,0,Bug,None,65,73,55,47,75,85,3,0,1
119,Flying,None,79,100,80,110,90,121,5,1,Fire,Psychic,75,69,72,114,100,104,6,0,0
120,Grass,Ice,90,92,75,92,85,60,4,0,Normal,None,65,76,84,54,96,105,4,0,1
121,Dark,None,35,55,35,30,30,35,3,0,Rock,None,70,100,115,30,65,30,2,0,0
122,Dark,None,65,130,60,75,60,75,3,0,Normal,Flying,45,50,43,40,38,62,6,0,0
123,Ice,Ground,50,50,40,30,30,50,2,0,Fight,None,40,70,40,35,40,60,4,0,1
124,Grass,Psychic,60,40,80,60,45,40,1,0,Psychic,None,25,20,15,105,55,90,1,0,0
125,Water,Dark,70,120,40,95,40,95,3,0,Bug,Steel,71,120,95,120,95,99,5,0,1
126,Normal,None,104,91,63,91,73,68,3,0,Water,Rock,55,55,85,65,85,35,2,0,0
127,Bug,Electric,50,47,50,57,50,65,5,0,Ice,Ground,110,130,80,70,60,80,4,0,1
128,Fire,Psychic,75,69,72,114,100,104,6,0,Normal,None,70,70,70,70,70,70,3,0,0
129,Dragon,None,90,100,70,110,150,80,6,0,Normal,Flying,85,120,70,50,60,100,4,0,1
130,Rock,Water,30,80,90,55,45,55,1,0,Ice,None,95,110,80,70,80,50,5,0,0
131,Poison,Flying,75,80,70,65,75,90,1,0,Fire,Ground,60,60,40,65,45,35,3,0,0
132,Bug,None,50,35,55,25,25,15,3,0,Rock,Flying,75,140,65,112,65,110,5,0,1
133,Poison,Flying,40,45,35,30,40,55,1,0,Water,Dark,70,140,70,110,65,105,3,0,1
134,Bug,Poison,60,100,89,55,69,112,5,0,Normal,Flying,83,80,80,135,80,121,1,0,1
135,Normal,None,73,115,60,60,60,90,3,0,Dragon,Ground,108,130,95,80,85,102,4,0,1
136,Water,None,69,69,76,69,86,91,4,0,Ice,None,95,117,184,44,46,28,6,0,0
137,Ghost,None,64,165,75,93,83,75,3,0,Normal,None,80,80,80,55,55,90,3,0,1
138,Grass,None,56,61,65,48,45,38,6,0,Dragon,Psychic,80,80,90,110,130,110,3,1,1
139,Normal,None,30,56,35,25,35,72,1,0,Psychic,None,50,70,160,70,160,90,3,1,1
140,Electric,Flying,55,75,60,75,60,103,5,0,Dark,Steel,45,85,70,40,40,60,5,0,0
141,Water,None,95,60,79,100,125,81,3,0,Rock,Ground,50,64,50,45,50,41,2,0,0
142,Water,Flying,75,87,63,87,63,98,5,0,Fire,None,50,85,55,65,65,90,1,0,0
143,Ground,None,75,100,110,45,55,65,1,0,Poison,Fight,83,106,65,86,65,85,4,0,1
144,Ghost,None,44,75,35,63,33,45,3,0,Water,Dark,70,140,70,110,65,105,3,0,1
145,Water,Flying,75,87,63,87,63,98,5,0,Dark,None,65,130,60,75,60,75,3,0,0
146,Normal,None,75,100,66,60,66,115,4,0,Bug,None,50,35,55,25,25,15,3,0,0
147,Dragon,None,65,95,100,60,50,50,3,0,Normal,Psychic,70,80,65,90,65,85,2,0,1
148,Normal,None,30,56,35,25,35,72,1,0,Ground,None,108,112,118,68,72,47,4,0,0
149,Water,Dark,72,95,67,103,71,122,6,0,Psychic,Flying,72,58,80,103,80,97,5,0,0
150,Electric,None,65,85,70,75,70,40,5,0,Grass,Steel,74,94,131,54,116,20,5,0,0
151,Water,Psychic,95,75,80,100,110,30,2,0,Steel,Ghost,60,50,150,50,150,60,6,0,1
152,Fight,Steel,70,145,88,140,70,112,4,0,Water,Fairy,100,50,80,60,80,50,2,0,0
153,Normal,None,150,160,100,95,65,100,3,0,Fight,None,50,105,79,35,110,76,1,0,0
154,Fire,Flying,78,104,78,159,115,100,1,0,Electric,Water,50,65,107,105,107,86,4,0,0
155,Ground,Dark,60,82,45,45,45,74,5,0,Fight,None,72,60,30,20,30,25,3,0,0
156,Water,None,75,105,75,105,75,45,2,0,Fire,None,65,63,45,45,45,45,5,0,1
157,Fight,Psychic,30,40,55,40,55,60,3,0,Rock,Bug,45,95,50,40,50,75,3,0,1
158,Grass,Flying,99,68,83,72,87,51,3,0,Normal,None,100,5,5,15,65,30,4,0,0
159,Bug,None,65,47,55,73,75,85,3,0,Rock,Ice,77,59,50,67,63,46,6,0,0
160,Fairy,None,101,72,72,99,89,29,6,0,Bug,Grass,35,70,55,45,55,25,1,0,0
161,Normal,None,70,70,70,70,70,70,3,0,Rock,Water,35,40,100,90,55,35,1,0,0
162,Rock,Ground,70,84,70,65,70,51,2,0,Normal,None,95,110,95,40,95,55,5,0,1
163,Fight,None,50,95,95,35,110,70,2,0,Normal,Ground,85,56,77,50,77,78,6,0,1
164,Grass,None,75,80,95,90,100,50,2,0,Normal,None,160,110,65,65,110,30,1,0,0
165,Normal,Flying,63,60,55,50,50,71,1,0,Steel,Fight,91,90,129,90,72,108,5,1,1
166,Psychic,None,50,180,20,180,20,150,3,1,Rock,None,80,100,200,50,100,50,3,1,0
167,Grass,Flying,100,103,75,120,75,127,4,1,Water,Dark,45,90,20,65,20,65,3,0,0
168,Fairy,None,35,20,65,40,65,20,2,0,Electric,Fairy,67,58,57,81,67,101,6,0,1
169,Water,Dark,70,140,70,110,65,105,3,0,Electric,None,20,40,15,35,35,60,2,0,0
170,Bug,Grass,55,63,90,50,80,42,5,0,Fairy,None,54,45,47,75,98,52,6,0,1
171,Grass,Fight,88,107,122,74,75,64,6,0,Electric,None,45,60,32,50,32,76,5,0,1
172,Ground,Psychic,40,40,55,40,70,55,3,0,Psychic,None,106,110,90,154,90,130,1,1,1
173,Fire,None,65,63,45,45,45,45,5,0,Grass,Dragon,70,110,75,145,85,145,3,0,1
174,Ghost,None,45,100,135,65,135,45,4,0,Electric,None,80,120,79,95,79,70,4,0,1
175,Psychic,None,50,150,50,150,50,150,3,1,Normal,None,55,66,44,44,56,85,4,0,0
176,Normal,None,85,80,70,135,75,90,4,0,Rock,Fight,91,129,90,72,90,108,5,1,1
177,Bug,Electric,50,47,50,57,50,65,5,0,Electric,None,90,85,75,115,100,115,2,1,1
178,Fairy,Flying,85,50,95,120,115,80,4,0,Rock,Grass,66,41,77,61,87,23,3,0,0
179,Fire,None,50,85,55,65,65,90,1,0,Bug,Steel,75,90,140,60,60,40,2,0,0
180,Bug,None,77,85,51,55,51,65,4,0,Ghost,Grass,85,110,76,65,82,56,6,0,0
181,Water,None,76,48,48,57,62,34,4,0,Water,Dark,72,95,67,103,71,122,6,0,1
182,Fire,None,65,130,60,95,110,65,1,0,Rock,Ground,35,45,160,30,45,70,1,0,1
183,Ground,Rock,105,130,120,45,45,40,1,0,Bug,Steel,71,120,95,120,95,99,5,0,1
184,Normal,None,78,70,61,50,61,100,3,0,Water,None,75,75,60,83,60,60,5,0,0
185,Grass,Steel,44,50,91,24,86,10,5,0,Normal,None,104,91,63,91,73,68,3,0,1
186,Poison,None,65,90,120,85,70,60,1,0,Grass,None,45,35,45,62,53,35,4,0,0
187,Poison,None,60,85,69,65,79,80,1,0,Psychic,None,25,20,15,105,55,90,1,0,1
188,Ghost,None,44,75,35,63,33,45,3,0,Dragon,Ground,108,130,95,80,85,102,4,0,1
189,Normal,None,84,71,43,71,43,48,3,0,Normal,None,49,55,42,42,37,85,4,0,1
190,Psychic,Flying,40,50,45,70,45,70,2,0,Steel,Fairy,50,85,85,55,55,50,3,0,0
191,Dark,Ghost,50,75,75,65,65,50,3,0,Bug,Poison,40,60,40,40,40,30,2,0,0
192,Grass,Poison,60,70,65,125,105,90,4,0,Psychic,Fairy,38,35,35,65,55,50,3,0,0
193,Water,None,50,70,50,50,50,40,3,0,Poison,None,65,90,120,85,70,60,1,0,1
194,Fight,None,75,80,55,25,35,35,5,0,Dark,Steel,65,125,100,60,70,70,5,0,1
195,Grass,Poison,114,85,70,85,80,30,5,0,Electric,None,60,45,70,45,90,95,4,0,0
196,Ghost,None,64,165,75,93,83,75,3,0,Ghost,Dragon,150,120,100,120,100,90,4,1,1
197,Bug,Poison,40,55,99,40,79,47,5,0,Grass,Psychic,95,95,85,125,65,55,1,0,1
198,Fire,None,58,64,58,80,65,80,2,0,Bug,Steel,75,90,140,60,60,40,2,0,0
199,Electric,Water,50,65,107,105,107,86,4,0,Water,None,85,105,100,79,83,78,2,0,0
200,Steel,Rock,50,70,100,40,40,30,3,0,Fairy,None,60,80,50,40,40,30,2,0,1
201,Normal,Fairy,115,45,20,45,25,20,1,0,Fire,None,58,64,58,80,65,80,1,0,1
202,Normal,Flying,52,65,55,58,62,60,1,0,Dragon,None,77,120,90,60,90,48,5,0,0
203,Electric,None,60,50,70,80,80,140,1,0,Normal,Grass,80,100,70,60,70,95,5,0,0
204,Grass,None,60,40,60,40,60,35,3,0,Psychic,Flying,72,58,80,103,80,97,5,0,1
205,Ghost,None,20,40,90,30,90,25,3,0,Ground,Flying,65,75,105,35,65,85,2,0,1
206,Normal,None,38,30,41,30,41,60,3,0,Fight,None,45,85,50,55,50,65,5,0,1
207,Grass,None,75,98,63,98,63,101,5,0,Normal,Flying,70,83,50,37,50,60,5,0,0
208,Rock,Ground,40,80,100,30,30,20,1,0,Rock,Water,70,60,125,115,70,55,1,0,1
209,Water,None,71,73,88,120,89,59,6,0,Normal,Psychic,70,80,65,90,65,85,2,0,1
210,Dragon,Fairy,75,110,110,110,105,80,3,0,Water,Dark,63,120,85,90,55,55,3,0,0
211,Water,None,85,105,55,85,50,115,4,0,Fairy,None,95,65,65,110,130,60,6,0,0
212,Rock,Ground,35,45,160,30,45,70,1,0,Rock,None,80,100,200,50,100,50,3,1,0
213,Bug,Fight,80,125,75,40,95,85,2,0,Dragon,Psychic,80,90,80,130,110,110,3,1,1
214,Dark,Ghost,50,85,125,85,115,20,3,0,Normal,Flying,80,115,80,65,55,93,5,0,1
215,Ground,None,100,150,140,100,90,90,3,1,Ground,Rock,105,130,120,45,45,40,1,0,0
216,Normal,None,110,85,95,80,95,50,4,0,Poison,Dark,63,63,47,41,41,74,4,0,1
217,Fire,None,39,52,43,60,50,65,1,0,Psychic,None,25,20,15,105,55,90,1,0,1
218,Fairy,None,82,80,86,85,75,72,6,0,Normal,Psychic,100,77,77,128,128,90,5,0,1
219,Electric,Steel,25,35,70,95,55,45,1,0,Fire,None,65,95,57,100,85,93,1,0,1
220,Water,None,95,100,85,108,70,70,5,0,Water,Ground,110,78,73,76,71,60,3,0,0
221,Electric,None,70,55,55,80,60,45,2,0,Fire,None,65,95,57,100,85,93,1,0,1
222,Rock,Fight,91,129,90,72,90,108,5,1,Psychic,None,55,55,55,85,55,30,5,0,0
223,Fairy,None,54,45,47,75,98,52,6,0,Rock,None,30,45,135,45,90,30,3,0,0
224,Water,Rock,74,108,133,83,65,32,5,0,Dragon,Ice,125,170,100,120,90,95,5,1,1
225,Dark,Ice,70,120,65,45,85,125,4,0,Dragon,Flying,91,134,95,100,100,80,1,0,0
226,Rock,None,85,135,130,60,80,25,5,0,Ground,Electric,109,66,84,81,99,32,5,0,1
227,Rock,Fairy,50,160,110,160,110,110,6,1,Grass,Dragon,70,110,75,145,85,145,3,0,1
228,Normal,None,30,56,35,25,35,72,1,0,Psychic,None,70,55,95,95,110,65,5,0,0
229,Psychic,None,48,72,48,72,48,48,2,0,Rock,Flying,55,112,45,74,45,70,5,0,1
230,Steel,Psychic,57,24,86,24,86,23,4,0,Electric,None,70,75,80,135,80,135,3,0,1
231,Rock,Water,72,105,115,54,86,68,6,0,Bug,None,65,47,55,73,75,85,3,0,1
232,Fire,Fight,80,120,70,110,70,80,3,0,Normal,Ground,85,56,77,50,77,78,6,0,0
233,Electric,Fairy,67,58,57,81,67,101,6,0,Fire,None,44,58,44,58,44,61,4,0,0
234,Grass,None,75,75,55,105,85,30,2,0,Ice,None,55,70,40,60,40,40,5,0,1
235,Ice,None,80,80,80,80,80,80,3,0,Ground,None,108,112,118,68,72,47,4,0,0
236,Normal,None,250,5,5,35,105,50,1,0,Fight,None,35,35,35,35,35,35,2,0,0
237,Grass,Poison,65,90,50,85,45,55,1,0,Water,None,43,80,65,50,35,35,3,0,0
238,Electric,None,45,60,32,50,32,76,5,0,Electric,Fairy,67,58,57,81,67,101,6,0,1
239,Psychic,Grass,100,100,100,100,100,100,2,0,Dragon,Fire,100,120,100,150,120,90,5,1,0
240,Bug,None,40,29,45,29,45,36,4,0,Bug,None,65,47,55,73,75,85,3,0,1
241,Water,None,50,50,40,50,40,64,5,0,Water,None,100,100,90,150,140,90,3,1,1
242,Normal,None,70,65,65,55,55,70,3,0,Dark,None,65,130,60,75,60,75,3,0,1
243,Normal,Flying,100,123,75,57,75,80,5,0,Poison,Ground,90,92,87,75,85,76,1,0,0
244,Fire,Flying,78,84,78,109,85,100,1,0,Rock,Water,35,40,100,90,55,35,1,0,0
245,Ghost,Dragon,150,120,100,120,100,90,4,1,Psychic,None,45,30,40,105,50,20,5,0,0
246,Electric,Ice,50,65,107,105,107,86,4,0,Fire,Flying,78,104,78,159,115,100,1,0,1
247,Normal,Flying,45,40,60,40,75,50,3,0,Grass,Poison,65,90,50,85,45,55,1,0,1
248,Ghost,Grass,59,66,70,44,55,41,6,0,Fire,Water,80,110,120,130,90,70,6,1,1
249,Fight,None,50,105,79,35,110,76,1,0,Ground,Psychic,60,70,105,70,120,75,3,0,0
250,Steel,Psychic,57,24,86,24,86,23,4,0,Ghost,Flying,90,50,34,60,44,70,4,0,1
251,Normal,None,70,65,65,55,55,70,3,0,Ice,Flying,45,55,45,65,45,75,2,0,1
252,Psychic,None,75,75,130,75,130,95,4,1,Grass,None,75,75,95,75,95,113,5,0,1
253,Fire,None,38,41,40,50,65,65,1,0,Ghost,None,64,165,75,93,83,75,3,0,1
254,Water,Ghost,55,40,50,65,85,40,5,0,Bug,Grass,60,59,85,79,105,36,4,0,0
255,Dragon,Psychic,80,80,90,110,130,110,3,1,Bug,Poison,65,90,40,45,80,75,1,0,0
256,Rock,Water,35,40,100,90,55,35,1,0,Electric,None,20,40,15,35,35,60,2,0,1
257,Dark,Fight,65,90,115,45,115,58,5,0,Bug,Fight,80,185,115,40,105,75,2,0,1
258,Psychic,None,62,48,54,63,60,68,6,0,Psychic,Fight,68,125,65,65,115,80,4,0,1
259,Ghost,Fire,60,55,90,145,90,80,5,0,Psychic,None,80,105,105,105,105,80,4,1,1
260,Ghost,Fire,60,40,60,95,60,55,5,0,Ghost,Grass,65,90,122,58,75,84,6,0,1
261,Ghost,Grass,65,90,122,58,75,84,6,0,Ground,Ghost,89,124,80,55,80,55,5,0,0
262,Water,None,71,73,88,120,89,59,6,0,Fight,None,72,60,30,20,30,25,3,0,0
263,Normal,None,30,56,35,25,35,72,1,0,Fire,None,105,140,55,30,55,95,5,0,1
264,Steel,Psychic,57,24,86,24,86,23,4,0,Psychic,None,55,55,55,85,55,30,5,0,1
265,Water,None,55,65,95,95,45,85,1,0,Water,None,130,65,60,110,95,65,1,0,0
266,Water,None,65,65,65,50,50,90,1,0,Normal,Flying,85,120,70,50,60,100,4,0,1
267,Electric,None,45,65,34,40,34,45,4,0,Bug,Rock,50,65,85,35,35,55,5,0,1
268,Fight,Steel,70,110,70,115,70,90,4,0,Poison,Dragon,65,75,90,97,123,44,6,0,0
269,Dragon,Fire,100,120,100,150,120,90,5,1,Dragon,Electric,100,150,120,120,100,90,5,1,1
270,Bug,Rock,50,65,85,35,35,55,5,0,Fight,None,45,85,50,55,50,65,5,0,1
271,Normal,Flying,83,80,75,70,70,101,1,0,Fairy,None,70,45,48,60,65,35,1,0,0
272,Fire,Flying,78,104,78,159,115,100,1,0,Rock,Ground,55,95,115,45,45,35,1,0,0
